Time (us),Volts (mV),Amps (mA),Frequency (Hz)
47516,91.64,224.66,
47757,98.06,244.72,
47997,83.62,196.58,
48236,50.72,116.34,
48475,6.59,0,
48714,-41.15,-156.46,
48954,-76.85,-268.79,
49196,-83.27,-272.8,
49438,-72.04,-236.7,
49681,-40.35,-124.37,
49923,11.81,16.04,
50165,57.54,132.39,
50406,87.23,220.64,
50648,95.25,228.67,
50888,80.41,184.54,
51128,49.12,100.29,
51367,3.38,-28.08,
51605,-50.78,-192.57,
51846,-76.05,-296.87,
52087,-88.09,-284.84,
52330,-68.83,-248.73,
52572,-29.11,-144.43,
52816,14.21,-4.01,
53057,61.15,148.43,
53299,94.45,212.62,
53539,102.87,228.67,
53781,88.43,204.6,
54020,57.94,116.34,
54259,11.41,-12.04,
54498,-47.97,-172.51,
54740,-89.29,-252.74,
54982,-88.09,-264.78,
55223,-64.82,-204.6,
55466,-23.9,-96.28,
55709,24.24,28.08,
55951,58.74,148.44,
56192,90.04,240.71,
56434,98.06,228.67,
56675,87.63,200.59,
56915,56.74,80.23,
57154,-0.63,-28.08,
57394,-52.78,-172.51,
57634,-79.26,-252.74,
57875,-86.48,-272.8,
58116,-68.43,-220.65,
58358,-29.51,-116.35,
58600,16.22,20.06,
58842,62.76,136.4,
59082,86.83,216.64,
59322,98.06,216.63,
59561,70.78,188.55,
59800,42.7,92.27,
60037,-7.45,-56.17,
60277,-53.99,-208.62,
60517,-77.66,-244.72,
60759,-83.27,-276.81,
61003,-64.82,-232.69,
61246,-26.3,-132.39,
61487,21.84,-8.03,
61730,66.77,128.37,
61971,94.45,212.62,
62210,98.86,244.72,
62450,86.83,200.59,
62690,57.94,112.33,
62929,6.19,-24.07,
63170,-43.15,-180.53,
63410,-72.44,-240.71,
63652,-78.46,-272.8,
63895,-60.41,-208.61,
64138,-22.29,-120.36,
64381,20.23,16.04,
64624,52.73,144.42,
64867,85.22,212.62,
65106,91.64,244.72,
65347,82.01,208.61,
65587,52.33,108.32,
65825,4.18,-24.07,
66064,-43.96,-156.46,
66304,-82.07,-248.73,
66545,-94.1,-280.83,
66788,-63.21,-220.65,
67029,-31.92,-108.32,
67271,14.21,24.07,
67512,59.95,152.45,
67756,83.22,216.64,
67995,90.04,244.72,
68236,83.62,196.58,
68474,49.12,80.23,
68713,2.58,-36.11,
68953,-47.57,-168.5,
69192,-79.26,-260.77,
69432,-91.3,-280.83,
69677,-82.07,-240.71,
69918,-38.34,-124.37,
70160,11.81,8.02,
70402,56.74,140.41,
70643,84.82,204.6,
70884,87.63,232.68,
71125,77.2,188.55,
71364,45.1,84.25,
71603,-3.04,-60.18,
71844,-49.17,-196.58,
72084,-87.28,-288.85,
72326,-90.09,-288.85,
72568,-69.23,-252.74,
72812,-33.12,-120.36,
73055,16.22,24.07,
73298,62.36,164.48,
73540,92.04,216.64,
73781,100.47,236.69,
74021,87.23,196.57,
74260,57.94,108.32,
74498,0.17,-24.07,
74740,-52.78,-156.46,
74979,-89.69,-248.73,
75221,-88.09,-252.75,
75462,-66.42,-208.62,
75706,-27.11,-92.27,
75947,21.84,40.11,
76189,65.16,152.45,
76432,92.04,232.68,
76672,92.85,232.68,
76912,78.8,196.57,
77151,42.3,124.36,
77391,-1.43,-48.14,
77631,-45.56,-140.42,
77872,-77.25,-256.76,
78113,-88.09,-284.84,
78356,-66.02,-240.71,
78598,-33.93,-116.34,
78841,12.21,8.02,
79082,58.74,128.38,
79322,87.63,196.57,
79563,82.01,216.63,
79803,69.18,180.53,
80044,35.08,88.26,
80283,-6.65,-52.16,
80523,-57.2,-192.57,
80765,-86.48,-272.8,
81005,-83.67,-296.87,
81248,-68.83,-216.64,
81492,-27.91,-148.44,
81737,21.44,-12.04,
81980,63.16,112.33,
82222,89.23,204.6,
82463,96.46,244.72,
82704,83.62,212.62,
82944,57.94,96.28,
83184,4.59,-20.06,
83423,-36.74,-164.49,
83665,-72.04,-268.79,
83906,-80.86,-288.85,
84148,-60.81,-228.67,
84388,-25.5,-108.32,
84631,14.21,28.08,
84873,61.15,148.43,
85115,86.83,228.67,
85354,93.25,248.73,
85593,81.21,192.56,
85832,47.51,64.19,
86073,-1.03,-36.11,
86313,-48.77,-172.51,
86553,-79.66,-264.78,
86795,-85.28,-280.83,
87037,-79.26,-244.72,
87280,-44.76,-116.34,
87522,5.39,-4.01,
87766,54.33,136.4,
88007,84.42,220.65,
88247,93.25,224.66,
88487,82.01,188.55,
88727,44.3,84.25,
88966,-3.04,-44.13,
89206,-51.18,-184.54,
89446,-88.49,-268.79,
89688,-96.11,-284.84,
89931,-72.44,-208.61,
90175,-35.93,-64.19,
90418,13.81,68.2,
90660,51.52,148.44,
90903,90.44,224.66,
91144,93.25,232.68,
91383,80.41,196.57,
91623,57.54,112.33,
91862,3.38,-20.06,
92101,-47.17,-156.46,
92342,-84.88,-252.74,
92584,-86.48,-276.81,
92826,-68.43,-220.65,
93068,-23.9,-92.27,
93310,23.84,32.09,
93552,65.56,152.45,
93794,99.26,228.67,
94035,101.67,228.67,
94273,94.05,192.56,
94513,47.51,120.35,
94754,-0.63,8.02,
94993,-45.96,-160.47,
95234,-76.05,-272.8,
95475,-84.88,-284.84,
95720,-69.23,-232.69,
95962,-37.94,-132.39,
96206,18.23,-4.01,
96448,65.56,128.38,
96689,95.65,200.59,
96929,99.26,236.69,
97169,82.41,200.59,
97409,49.52,124.36,
97649,2.58,-16.05,
97888,-54.79,-180.53,
98127,-75.25,-268.79,
98368,-81.67,-284.84,
98613,-64.02,-232.69,
98856,-27.11,-124.37,
99099,16.22,24.07,
99341,58.34,148.44,
99583,83.62,212.62,
99822,90.04,244.72,
100063,74.79,204.6,
100301,50.32,116.34,
100541,5.39,-20.06,
100782,-43.96,-168.5,
101021,-76.85,-264.78,
101262,-82.47,-288.85,
101505,-60,-216.64,
101749,-19.89,-112.33,
101990,22.64,36.1,
102232,65.56,152.45,
102474,95.25,224.66,
102716,100.87,228.67,
102955,85.22,204.6,
103195,55.54,100.29,
103433,11,-64.19,
103673,-39.14,-168.5,
103912,-74.45,-256.76,
104154,-81.67,-280.83,
104397,-70.84,-232.69,
104642,-41.95,-128.38,
104884,8.6,8.02,
105125,52.33,132.39,
105366,83.62,216.64,
105605,89.64,220.65,
105846,76.4,192.57,
106085,43.9,92.27,
106325,-2.23,-60.18,
106564,-52.38,-196.58,
106804,-82.07,-272.8,
107045,-93.3,-276.82,
107288,-77.25,-236.7,
107531,-32.72,-120.36,
107776,10.6,24.07,
108018,53.13,152.45,
108261,89.23,208.61,
108501,96.86,232.68,
108744,83.62,196.58,
108983,54.73,112.33,
109222,6.19,-32.1,
109461,-54.79,-160.47,
109703,-88.89,-244.72,
109945,-96.11,-272.8,
110187,-70.43,-212.62,
110430,-36.74,-100.3,
110672,17.82,24.07,
110914,59.15,132.39,
111157,84.82,216.64,
111399,93.25,240.71,
111641,79.61,192.56,
111879,45.91,120.35,
112118,-6.65,-36.11,
112358,-52.38,-164.48,
112597,-83.27,-248.73,
112839,-86.48,-296.87,
113082,-72.04,-232.69,
113326,-31.92,-136.4,
113567,22.64,-12.04,
113809,66.77,112.33,
114049,95.65,224.66,
114287,106.49,236.69,
114527,80.01,216.64,
114767,51.93,116.34,
115005,2.18,-28.08,
115245,-45.16,-176.52,
115486,-77.25,-260.77,
115726,-83.27,-280.83,
115969,-62.01,-244.72,
116214,-21.09,-136.4,
116458,23.84,20.06,
116702,71.18,160.47,
116944,93.65,228.67,
117184,98.46,248.73,
117424,80.41,204.6,
117664,57.94,100.29,
117903,11.41,-32.1,
118142,-37.54,-160.47,
118381,-76.45,-256.76,
118624,-94.1,-280.83,
118867,-72.44,-212.62,
119108,-24.7,-100.3,
119349,14.62,32.09,
119591,51.52,160.47,
119832,84.82,220.65,
120073,91.64,232.68,
120313,78.8,196.57,
120553,51.12,80.23,
120792,3.38,-56.17,
121031,-45.16,-164.48,
121270,-76.45,-248.73,
121512,-86.08,-280.83,
121756,-72.44,-232.69,
121999,-33.93,-132.39,
122240,8.2,8.02,
122481,53.93,128.37,
122724,86.43,216.64,
122964,90.44,224.66,
123205,84.42,172.5,
123443,48.72,64.19,
123684,2.18,-52.15,
123923,-54.79,-196.58,
124162,-81.67,-260.77,
124401,-85.68,-280.83,
124646,-74.45,-212.63,
124889,-32.72,-128.38,
125132,16.22,-12.04,
125374,60.35,132.39,
125619,90.04,208.61,
125859,99.67,232.68,
126099,82.82,200.59,
126339,53.93,116.34,
126578,6.59,-8.02,
126816,-39.54,-156.46,
127057,-79.26,-260.77,
127297,-82.47,-276.82,
127541,-63.61,-200.59,
127783,-23.1,-100.3,
128026,24.64,28.08,
128268,68.77,136.4,
128510,96.86,240.71,
128751,98.06,248.73,
128991,81.61,200.59,
129232,43.9,112.33,
129471,-7.05,-16.05,
129712,-61.61,-164.48,
129953,-90.49,-264.78,
130195,-90.89,-284.84,
130438,-74.85,-244.72,
130682,-38.74,-124.37,
130924,10.2,4.01,
131165,57.94,124.36,
131407,90.44,220.65,
131647,98.06,240.7,
131889,81.21,200.59,
132130,54.33,116.34,
132370,3.78,-24.07,
132610,-44.76,-176.52,
132851,-76.85,-268.79,
133093,-79.66,-264.78,
133336,-55.99,-220.65,
133579,-20.69,-92.27,
133822,25.45,56.16,
134064,67.57,164.48,
134306,93.65,232.68,
134546,89.23,236.69,
134786,78,204.6,
135024,49.12,112.33,
135264,5.79,-24.07,
135503,-44.36,-160.47,
135744,-78.46,-264.78,
135986,-86.08,-256.76,
136229,-63.61,-228.67,
136471,-24.7,-108.32,
136712,23.04,40.12,
136953,57.94,160.47,
137194,87.23,220.64,
137435,88.83,228.67,
137676,76.4,204.6,
137915,48.72,96.28,
138154,0.17,-32.09,
138395,-43.15,-176.52,
138635,-81.27,-260.77,
138875,-84.88,-284.84,
139118,-71.24,-240.71,
139360,-47.97,-124.37,
139601,-2.23,12.03,
139845,52.33,120.35,
140086,85.62,212.62,
140326,91.64,232.68,
140566,77.2,192.56,
140808,49.52,104.3,
141047,-3.04,-36.11,
141285,-52.38,-176.52,
141525,-80.46,-272.8,
141767,-84.07,-284.84,
142010,-75.65,-220.65,
142254,-28.71,-156.46,
142497,21.84,24.07,
142742,63.56,144.42,
142984,88.43,208.61,
143226,106.89,236.69,
143466,93.25,196.57,
143706,60.35,132.39,
143946,13.81,-28.08,
144185,-37.94,-172.51,
144424,-80.86,-260.77,
144667,-90.49,-288.85,
144910,-69.63,-232.69,
145150,-32.72,-116.35,
145392,20.63,16.04,
145635,63.16,144.42,
145876,90.04,212.62,
146117,95.65,236.69,
146357,83.62,196.58,
146596,46.71,120.35,
146835,0.98,-44.13,
147075,-50.38,-188.56,
147315,-83.67,-252.74,
147558,-85.28,-284.84,
147802,-68.43,-244.72,
148044,-29.11,-152.45,
148287,19.83,0,
148529,61.15,164.48,
148771,93.25,240.71,
149012,99.67,240.7,
149251,86.43,208.61,
149490,44.3,100.29,
149731,-14.27,-24.07,
149971,-64.02,-176.52,
150211,-91.3,-252.74,
150452,-94.1,-264.78,
150696,-66.02,-212.63,
150940,-27.51,-92.27,
151182,19.03,48.14,
151425,61.55,180.53,
151669,90.44,240.71,
151907,93.25,236.69,
152147,80.41,204.6,
152386,51.52,100.29,
152626,5.79,-16.05,
152865,-47.17,-164.48,
153106,-73.24,-244.72,
153347,-86.08,-272.81,
153589,-70.43,-224.66,
153830,-25.1,-104.31,
154071,18.63,28.08,
154311,59.95,152.45,
154553,75.19,236.69,
154793,90.04,232.68,
155033,76.4,188.55,
155272,51.52,108.32,
155511,5.79,-92.27,
155751,-44.36,-172.51,
155991,-77.25,-252.74,
156234,-80.86,-280.83,
156478,-65.22,-228.67,
156724,-27.91,-132.39,
156966,13.81,0,
157208,62.36,112.33,
157449,86.83,216.64,
157690,102.47,236.69,
157930,87.63,204.6,
158171,60.75,124.36,
158410,13.81,-12.04,
158651,-38.34,-164.48,
158890,-73.64,-236.7,
159131,-78.46,-268.79,
159374,-65.62,-208.61,
159617,-32.72,-84.25,
159860,15.02,4.01,
160103,58.74,132.39,
160345,85.22,212.62,
160584,91.64,244.72,
160826,80.41,200.59,
161064,47.11,112.33,
161303,1.78,-20.06,
161541,-47.57,-156.46,
161783,-77.66,-268.79,
162024,-96.11,-280.83,
162268,-70.43,-240.71,
162509,-27.51,-120.36,
162752,18.63,24.07,
162992,59.95,132.39,
163233,92.85,220.64,
163473,98.46,228.67,
163714,88.43,196.58,
163953,53.93,92.27,
164192,6.59,-64.19,
164431,-53.58,-168.5,
164671,-84.07,-268.79,
164912,-90.49,-268.79,
165155,-72.04,-228.67,
165398,-35.93,-112.33,
165641,13.41,12.03,
165882,59.55,132.39,
166123,92.04,232.68,
166362,96.46,232.68,
166603,84.82,176.52,
166844,49.52,84.25,
167084,-1.83,-52.15,
167322,-57.2,-184.54,
167562,-80.46,-276.82,
167803,-84.48,-284.84,
168046,-64.82,-228.67,
168291,-24.7,-96.28,
168535,20.23,52.15,
168778,64.36,132.39,
169021,93.65,220.65,
169260,99.26,228.67,
169501,75.19,184.54,
169742,45.1,128.37,
169981,1.38,-16.05,
170222,-55.19,-148.44,
170462,-84.88,-260.77,
170706,-96.11,-284.84,
170948,-68.03,-204.6,
171189,-30.72,-104.31,
171431,17.02,28.08,
171674,64.36,144.42,
171915,86.83,220.65,
172156,92.85,232.68,
172396,82.01,192.56,
172636,49.12,104.3,
172876,-0.23,-16.05,
173113,-50.38,-180.53,
173354,-76.05,-260.77,
173596,-86.48,-284.84,
173840,-72.44,-220.65,
174082,-33.53,-124.37,
174326,9.4,-8.03,
174568,55.13,96.28,
174809,80.81,208.61,
175048,94.85,244.72,
175288,75.59,208.61,
175528,48.31,120.35,
175770,11.41,-8.03,
176010,-39.94,-156.46,
176251,-69.23,-264.78,
176492,-75.65,-272.81,
176736,-56.39,-224.66,
176979,-22.69,-100.3,
177222,25.05,44.13,
177465,62.36,144.42,
177710,95.65,232.68,
177952,100.87,244.72,
178192,90.84,200.59,
178431,59.55,104.3,
178671,6.19,-32.1,
178911,-38.74,-196.58,
179151,-74.45,-248.73,
179394,-92.9,-272.8,
179639,-78.06,-232.69,
179881,-38.74,-136.4,
180124,11,20.06,
180367,59.15,152.45,
180608,89.23,220.64,
180848,93.25,228.67,
181087,70.78,212.62,
181328,51.52,116.34,
181569,-1.43,-28.08,
181807,-52.78,-180.53,
182047,-89.69,-260.77,
182288,-89.69,-268.79,
182532,-69.63,-228.67,
182776,-31.12,-76.23,
183021,15.02,52.15,
183264,64.76,168.49,
183507,91.64,220.65,
183749,100.47,224.66,
183988,83.62,204.6,
184228,43.5,128.37,
184468,-5.84,-32.1,
184708,-54.39,-172.51,
184948,-92.5,-244.72,
185190,-90.89,-268.79,
185433,-71.24,-224.66,
185676,-29.51,-104.31,
185918,16.22,20.06,
186159,65.56,140.41,
186401,91.64,220.65,
186643,98.46,224.66,
186883,83.62,196.58,
187122,50.72,104.3,
187361,-2.64,-44.13,
187600,-44.76,-176.52,
187840,-74.85,-260.77,
188083,-78.06,-292.86,
188326,-60.81,-228.67,
188568,-25.9,-128.38,
188812,22.24,-28.09,
189053,64.76,124.36,
189294,90.04,208.61,
189535,90.84,240.7,
189775,78.8,212.62,
190015,51.52,116.34,
190255,5.79,-16.05,
190497,-42.35,-168.5,
190738,-75.25,-244.72,
190981,-78.86,-276.82,
191222,-60,-204.6,
191464,-26.3,-108.32,
191707,18.23,16.04,
191948,58.74,164.48,
192191,88.03,212.62,
192430,95.65,244.72,
192673,77.2,200.59,
192911,46.31,96.28,
193150,3.38,-32.09,
193390,-42.35,-156.46,
193630,-76.85,-252.74,
193870,-84.88,-284.84,
194113,-65.22,-228.67,
194355,-35.53,-100.3,
194598,11.41,16.04,
194840,57.94,148.44,
195080,87.63,232.68,
195320,95.65,236.69,
195560,82.01,192.56,
195799,50.32,88.26,
196037,4.18,-72.21,
196276,-45.96,-172.51,
196515,-76.05,-252.74,
196757,-84.88,-280.83,
197000,-81.67,-220.65,
197242,-34.73,-116.35,
197485,9.8,4.01,
197728,60.35,116.34,
197969,90.44,224.66,
198209,102.87,244.72,
198449,88.43,196.58,
198690,59.15,104.3,
198930,5.39,-32.09,
199169,-45.96,-176.52,
199408,-88.09,-252.75,
199651,-92.1,-264.78,
199894,-77.66,-212.62,
200136,-32.32,-68.2,
200380,13.41,28.08,
200623,57.54,128.37,
200866,87.23,224.66,
201107,92.04,240.71,
201346,84.42,200.59,
201587,46.31,100.29,
201825,-1.43,0,
202065,-55.19,-152.45,
202305,-88.09,-260.77,
202547,-87.69,-296.87,
202789,-60.41,-216.64,
203032,-20.29,-116.35,
203274,27.85,16.04,
203516,68.37,148.44,
203758,98.06,208.61,
203997,101.27,236.69,
204235,82.01,196.57,
204475,43.5,88.26,
204715,0.98,-56.17,
204955,-51.98,-144.43,
205194,-78.86,-260.77,
205436,-83.67,-296.87,
205680,-70.03,-232.69,
205924,-31.12,-120.36,
206166,20.23,-24.07,
206409,67.57,84.25,
206652,93.25,208.61,
206892,96.46,232.68,
207132,83.62,200.59,
207371,49.52,124.36,
207611,9,-12.04,
207851,-41.95,-168.5,
208090,-70.43,-264.78,
208330,-75.65,-280.83,
208574,-58.8,-232.69,
208817,-19.48,-108.32,
209060,23.84,40.11,
209302,60.35,144.42,
209546,82.41,220.65,
209786,91.64,236.69,
210026,78.8,196.57,
210265,52.73,104.3,
210504,1.38,-16.05,
210745,-48.77,-148.44,
210985,-80.06,-260.77,
211226,-88.09,-268.79,
211469,-70.43,-224.66,
211712,-27.51,-116.35,
211953,11.41,28.08,
212194,54.73,148.44,
212437,76.4,232.68,
212679,93.25,228.67,
212919,77.6,192.56,
213158,44.7,96.28,
213398,-1.83,-44.13,
213637,-53.18,-184.54,
213877,-83.27,-264.78,
214119,-91.7,-280.83,
214364,-81.27,-232.69,
214608,-47.97,-116.34,
214852,2.58,48.14,
215094,49.52,164.48,
215335,84.02,220.64,
215576,90.84,240.7,
215815,80.81,208.61,
216056,51.12,124.36,
216295,12.21,-8.02,
216537,-38.34,-168.5,
216779,-70.03,-264.78,
217020,-78.46,-264.78,
217262,-56.39,-200.59,
217505,-18.28,-92.27,
217748,31.06,32.09,
217990,75.59,132.39,
218231,101.27,228.67,
218471,105.28,240.71,
218712,91.64,208.61,
218951,57.94,124.36,
219190,4.59,-12.04,
219428,-52.78,-152.45,
219668,-80.06,-260.77,
219908,-88.89,-276.81,
220150,-65.62,-228.67,
220392,-24.7,-104.31,
220635,21.03,8.02,
220876,65.97,124.36,
221118,92.44,212.62,
221358,96.46,236.69,
221598,85.22,200.59,
221837,46.71,112.33,
222076,-2.23,-36.11,
222314,-46.76,-208.62,
222554,-83.67,-268.79,
222794,-96.11,-284.84,
223037,-70.43,-244.72,
223280,-40.35,-132.39,
223522,11.81,12.03,
223766,57.54,136.4,
224006,90.44,216.64,
224245,94.85,232.68,
224484,78,200.59,
224725,45.1,132.39,
224965,-3.04,-36.11,
225206,-50.78,-180.53,
225446,-80.46,-260.77,
225689,-87.28,-280.83,
225932,-63.61,-244.72,
226175,-22.69,-128.38,
226419,21.84,32.09,
226663,65.56,172.5,
226906,88.43,216.64,
227146,97.66,244.72,
227387,80.01,200.59,
227628,54.33,92.27,
227868,7.8,-60.18,
228107,-39.94,-156.46,
228347,-73.64,-260.77,
228589,-83.67,-280.83,
228832,-68.83,-232.69,
229074,-27.11,-124.37,
229316,10.6,32.09,
229557,51.93,140.41,
229799,81.21,220.65,
230038,90.44,216.64,
230279,77.2,192.56,
230518,43.1,96.28,
230757,-7.05,-56.17,
230996,-53.18,-204.6,
231235,-92.5,-244.72,
231478,-94.91,-288.85,
231722,-80.46,-220.65,
231965,-36.74,-132.39,
232208,11.41,0,
232449,56.74,132.39,
232693,88.43,212.62,
232932,95.25,240.71,
233172,83.22,208.61,
233412,57.94,108.32,
233652,5.39,-24.07,
233893,-50.78,-160.47,
234131,-81.67,-248.73,
234372,-97.71,-268.79,
234616,-75.65,-196.58,
234859,-33.12,-104.31,
235103,15.82,8.02,
235346,59.95,148.44,
235588,86.83,224.66,
235828,93.25,236.69,
236069,83.22,188.55,
236307,51.52,108.32,
236547,7.39,-36.11,
236787,-38.74,-160.47,
237027,-76.05,-260.77,
237268,-81.67,-300.89,
237511,-62.41,-224.66,
237753,-20.69,-124.37,
237996,30.26,4.01,
238238,72.39,148.44,
238479,98.06,220.64,
238721,100.07,240.71,
238961,87.63,196.57,
239200,50.32,108.32,
239439,-6.25,-48.14,
239679,-54.39,-192.57,
239919,-84.88,-276.81,
240158,-86.48,-284.84,
240401,-68.43,-232.69,
240645,-34.73,-120.36,
240888,15.02,-8.02,
241132,60.75,136.4,
241372,90.84,224.66,
241614,98.06,244.72,
241854,80.01,180.53,
242094,50.72,108.32,
242333,3.78,-16.05,
242573,-44.36,-152.45,
242812,-76.85,-248.73,
243053,-81.67,-260.77,
243295,-61.61,-208.61,
243538,-24.7,-100.3,
243783,15.02,36.1,
244025,65.16,156.46,
244267,80.01,232.68,
244508,86.03,236.69,
244749,73.99,200.59,
244988,36.28,96.28,
245227,-5.04,-12.04,
245467,-50.38,-148.44,
245709,-89.69,-244.72,
245952,-90.89,-272.8,
246195,-72.44,-232.69,
246437,-33.53,-116.34,
246680,15.42,-8.02,
246923,52.73,116.34,
247164,84.02,208.61,
247405,92.04,216.64,
247647,83.22,172.5,
247889,51.12,84.25,
248127,3.78,-40.12,
248366,-47.97,-188.55,
248605,-74.85,-272.8,
248847,-78.46,-296.87,
249091,-60.81,-208.62,
249334,-34.33,-96.28,
249577,12.21,12.03,
249820,59.95,108.32,
250061,92.44,220.65,
250302,98.86,236.69,
250543,83.62,192.57,
250784,54.73,116.34,
251023,10.2,-12.04,
251264,-38.74,-160.47,
251505,-74.05,-272.8,
251747,-84.88,-284.84,
251988,-68.03,-236.7,
252229,-25.5,-108.32,
252472,22.24,8.02,
252715,63.16,132.39,
252956,92.04,224.66,
253197,99.67,244.72,
253438,85.62,204.6,
253676,50.72,96.28,
253915,-3.44,-24.07,
254155,-63.61,-172.51,
254394,-98.92,-276.81,
254637,-101.33,-280.83,
254881,-76.85,-244.72,
255124,-36.33,-136.4,
255366,11.41,16.04,
255610,59.15,132.39,
255852,90.44,228.67,
256092,99.67,228.67,
256333,88.43,196.58,
256572,59.55,100.29,
256812,5.39,-4.01,
257052,-45.56,-164.49,
257291,-75.25,-264.78,
257532,-83.27,-260.77,
257776,-57.6,-212.63,
258020,-18.28,-100.3,
258262,28.66,40.12,
258506,69.18,168.49,
258749,96.05,236.69,
258989,101.27,228.67,
259228,82.01,196.57,
259466,45.1,108.32,
259706,0.17,-4.01,
259946,-47.57,-164.48,
260187,-80.46,-252.74,
260428,-87.69,-272.8,
260671,-72.04,-216.64,
260913,-30.72,-92.27,
261156,21.03,20.06,
261397,63.56,160.47,
261640,91.64,216.63,
261880,91.64,228.67,
262120,79.61,188.55,
262358,49.52,96.28,
262596,-5.44,-44.13,
262836,-50.38,-200.59,
263077,-78.46,-256.76,
263317,-87.28,-276.81,
263561,-70.43,-236.7,
263805,-32.32,-136.4,
264047,15.82,-16.05,
264288,46.31,128.38,
264530,77.2,192.56,
264772,91.24,228.67,
265011,73.99,216.64,
265250,45.1,116.34,
265489,-3.04,-8.03,
265730,-51.58,-168.5,
265970,-83.27,-248.73,
266211,-86.48,-264.78,
266455,-66.82,-200.59,
266698,-27.91,-104.31,
266942,15.82,0,
267184,59.55,144.42,
267427,82.82,220.65,
267667,98.06,240.7,
267907,83.22,208.61,
268145,53.13,84.25,
268385,10.2,-20.06,
268626,-34.33,-168.5,
268866,-68.83,-252.74,
269108,-78.46,-284.84,
269350,-70.03,-232.69,
269590,-29.11,-112.33,
269832,17.82,24.07,
270075,62.36,148.44,
270316,93.25,220.65,
270555,97.66,232.68,
270795,84.82,196.58,
271035,52.73,80.23,
271274,4.99,-60.18,
271513,-41.95,-184.55,
271754,-80.06,-256.76,
271996,-86.88,-280.83,
272238,-68.43,-232.69,
272480,-31.12,-124.37,
272724,15.82,0,
272966,63.16,156.46,
273207,94.85,224.66,
273447,103.28,244.72,
273688,88.83,208.61,
273929,57.94,112.33,
274167,2.18,-48.14,
274406,-56.79,-180.53,
274646,-93.3,-264.78,
274887,-104.13,-268.79,
275131,-78.46,-212.63,
275375,-38.34,-100.3,
275620,11,32.09,
275862,57.94,168.49,
276105,88.03,236.69,
276347,92.85,232.68,
276587,80.41,204.6,
276825,47.11,120.35,
277064,0.57,-24.07,
277303,-49.17,-164.48,
277544,-78.86,-252.74,
277785,-84.07,-284.84,
278028,-65.62,-216.64,
278270,-19.48,-116.34,
278511,21.84,8.02,
278755,61.95,136.4,
278995,91.64,212.62,
279234,88.83,240.71,
279476,73.99,192.56,
279716,39.09,96.28,
279955,-4.24,-36.11,
280195,-58.8,-120.36,
280435,-87.69,-240.71,
280677,-81.67,-288.85,
280920,-65.22,-236.7,
281164,-28.71,-116.34,
281405,21.84,-12.04,
281648,69.18,100.29,
281889,89.64,216.63,
282130,99.67,244.72,
282369,90.04,196.57,
282610,57.94,124.36,
282848,8.2,-44.13,
283086,-41.15,-160.47,
283327,-74.05,-268.79,
283569,-78.46,-292.86,
283812,-58,-212.63,
284056,-21.09,-112.33,
284299,13.41,16.04,
284542,57.54,140.41,
284784,85.62,224.66,
285024,90.04,244.72,
285265,76,208.61,
285506,45.51,104.3,
285745,2.18,-24.07,
285985,-51.58,-164.48,
286226,-82.87,-260.77,
286467,-84.07,-284.84,
286710,-71.24,-224.66,
286952,-27.51,-112.33,
287194,21.84,12.03,
287434,59.95,160.47,
287678,92.85,216.63,
287918,99.67,228.67,
288158,86.83,192.56,
288397,55.54,96.28,
288636,4.99,-44.13,
288875,-43.96,-180.53,
289114,-76.05,-256.76,
Time (us),Volts (mV),Amps (mA),Frequency (Hz)
0,-93.69,-276.81,4000
244,-75.64,-236.7,
487,-40.33,-132.39,
730,9.41,-24.07,
973,52.74,76.22,
1214,80.42,200.59,
1455,87.64,220.65,
1694,73.2,192.57,
1935,33.08,128.38,
2177,-12.65,-32.09,
2418,-63.6,-164.48,
2659,-95.3,-272.8,
2900,-96.9,-276.81,
3144,-79.65,-204.6,
3385,-39.93,-96.28,
3628,5,4.01,
3870,45.12,124.37,
4112,76.41,208.61,
4351,75.61,212.62,
4592,65.98,180.53,
4832,37.9,112.33,
5073,-7.84,-28.08,
5312,-55.58,-196.58,
5552,-87.27,-284.84,
5794,-93.69,-276.81,
6037,-79.25,-244.72,
6279,-47.96,-152.45,
6519,4.2,-4.01,
6760,37.9,128.38,
7001,59.16,192.57,
7242,69.99,200.59,
7481,59.56,172.51,
7721,27.87,76.22,
7962,-19.07,-64.19,
8201,-61.6,-232.69,
8442,-90.48,-288.85,
8681,-94.49,-272.8,
8926,-77.64,-248.73,
9169,-37.12,-116.34,
9411,2.59,0,
9654,48.33,116.34,
9898,78.41,220.65,
10138,91.25,232.68,
10379,79.62,184.54,
10620,51.94,104.31,
10858,6.6,-28.08,
11098,-43.94,-176.52,
11338,-77.64,-260.77,
11579,-84.06,-256.76,
11821,-72.03,-192.57,
12065,-36.32,-100.3,
12307,10.21,36.11,
12550,50.33,124.37,
12793,78.01,200.59,
13033,83.63,228.67,
13276,69.99,200.59,
13514,35.49,124.36,
13754,-19.87,-24.07,
13995,-67.21,-180.53,
14234,-101.71,-244.72,
14477,-109.34,-284.84,
14721,-88.88,-244.72,
14965,-49.56,-128.38,
15206,-1.82,12.04,
15448,43.51,124.37,
15689,78.41,200.59,
15930,84.43,220.65,
16170,69.99,184.54,
16410,42.71,100.29,
16650,-7.04,-56.17,
16889,-68.82,-204.6,
17129,-99.71,-276.81,
17370,-101.71,-300.88,
17613,-85.67,-232.68,
17856,-46.75,-120.35,
